ORIGEN;NUM_IDENT;COD_CLIENTE;FEC_PRORROGA;ABO_VIGENTES;ABO_NOVIGENTES;PERDIDA_BENEF;FEC_PERDIDA_BENEF;ACCOUNT_MANAGER;DIRECTOR_CUENTA;TRAMO_HR;CONTACTO;ANTIGUEDAD_VTA;TIPO_TOP;REPACTACION;CONTENCION;CONT_MES;DESC_PORCENTAJE;DESC_MONTO;DESC_MES;CUOTA_EQ;CUOTA_EQ_MONTO;MES_BAJA;TENENCIA_PROD;FEC_PROCESO
SCL;77263970-8;29060603;15-11-2015;2;0;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77263970-8;28564103;;0;8;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76161298-0;28224204;;0;8;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76161298-0;29285981-2098082;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76161298-0;29285981-2098082;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76171974-2;26738359;;0;7;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76171974-2;26738359;;0;7;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76171974-2;29321135;15-11-2015;2;0;NO;;;;11:00 - 12:00;1;6 a 12 meses;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76216017-K;28911365;15-11-2015;2;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76266080-6;28353204;15-11-2015;2;0;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76266080-6;28376528;13-12-2015;30;1;NO;;;;11:00 - 12:00;1;3 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76266080-6;28376528;13-12-2015;30;1;NO;;;;11:00 - 12:00;1;3 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76266080-6;28376528;13-12-2015;30;1;NO;;;;11:00 - 12:00;1;3 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76266080-6;34139277-25431129;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76266080-6;34139277-51119989;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76266080-6;34139277-98234504;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76287384-2;29434820;;0;50;NO;;;;11:00 - 12:00;1;6 a 12 meses;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76287384-2;29434820;;0;50;NO;;;;11:00 - 12:00;1;6 a 12 meses;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76287384-2;29434820;;0;50;NO;;;;11:00 - 12:00;1;6 a 12 meses;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76287384-2;29434820;;0;50;NO;;;;11:00 - 12:00;1;6 a 12 meses;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76287384-2;29434820;;0;50;NO;;;;11:00 - 12:00;1;6 a 12 meses;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76287384-2;29434820;;0;50;NO;;;;11:00 - 12:00;1;6 a 12 meses;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76334989-6;29572973;;0;25;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76334989-6;29572973;;0;25;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76334989-6;29572973;;0;25;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76334989-6;29572973;;0;25;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76546200-2;21362307-57320172;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76546200-2;21362307-64244242;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76546200-2;21362307-87153510;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76546200-2;21362307-87153510;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76546200-2;21362307-87153510;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76546200-2;21362307-3689673;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76546200-2;21362307-3689673;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76546200-2;21362307-3689673;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76584620-K;6882437-37449092;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78085450-2;11582528;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78085450-2;11582528;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76101573-7;19788868;;1;2;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76101573-7;19788868;;1;2;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76101573-7;19788868;;1;2;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76101573-7;19788732;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76101573-7;19788732;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76101573-7;19788732;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76101573-7;43194453-55134138;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76101573-7;43194453-43489126;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76101573-7;43194453-43489126;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76101573-7;43194453-43489126;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76101573-7;43194453-43489126;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76763170-7;20913529;;0;1;NO;;;;11:00 - 12:00;1;4 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76763170-7;20913529;;0;1;NO;;;;11:00 - 12:00;1;4 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76763170-7;20913529;;0;1;NO;;;;11:00 - 12:00;1;4 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76143222-2;28818653;;0;1;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76143222-2;28818653;;0;1;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76143222-2;28818248;14-11-2015;1;0;NO;;;;11:00 - 12:00;1;1 a¤o;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76149446-5;28721258;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76149603-4;30043332;;5;0;NO;;;;11:00 - 12:00;1;6 a 12 meses;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76149603-4;30043332;;5;0;NO;;;;11:00 - 12:00;1;6 a 12 meses;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76149603-4;66455147-59286804;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76149603-4;66455147-59286804;;0;0;NO;;;;11:00 - 12:00;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76156856-6;29168854;;0;12;NO;;;;11:00 - 12:00;1;6 a 12 meses;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76156995-3;25946639;15-11-2015;2;0;NO;;;;11:00 - 12:00;1;2 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76156995-3;24585603;;0;10;NO;;;;11:00 - 12:00;1;3 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76156995-3;24585603;;0;10;NO;;;;11:00 - 12:00;1;3 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76156995-3;24585603;;0;10;NO;;;;11:00 - 12:00;1;3 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76156995-3;24585603;;0;10;NO;;;;11:00 - 12:00;1;3 a¤os;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76156995-3;24585603;;0;10;NO;;;;11:00 - 12:00;1;3 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76156995-3;24585603;;0;10;NO;;;;11:00 - 12:00;1;3 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76157827-8;29317239;;0;4;NO;;;;11:00 - 12:00;1;3 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76157827-8;28506465;;20;8;NO;;;;11:00 - 12:00;1;4 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76157827-8;28506465;;20;8;NO;;;;11:00 - 12:00;1;4 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76180079-5;28664258;;0;20;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76180079-5;28664258;;0;20;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76180079-5;28664258;;0;20;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76180079-5;45059338-77703206;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76180079-5;45059338-77703206;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76360924-3;29293530;;0;10;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76360924-3;29293530;;0;10;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76360924-3;29293530;;0;10;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76371490-K;23942321;;0;4;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76371490-K;23942321;;0;4;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76371490-K;23942321;;0;4;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76371490-K;23942321;;0;4;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76371490-K;23942321;;0;4;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76371490-K;23942321;;0;4;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76371490-K;23942321;;0;4;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76373554-0;28681315;;0;12;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76373554-0;28681315;;0;12;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76373554-0;28681315;;0;12;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76373554-0;28681315;;0;12;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76373554-0;28681315;;0;12;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76373554-0;28681315;;0;12;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76373554-0;28681315;;0;12;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76373554-0;28681315;;0;12;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76373554-0;28681315;;0;12;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76373554-0;11857942-42875811;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76373554-0;11857942-42875811;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76373554-0;11857942-42875811;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76373554-0;11857942-32349362;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76373554-0;11857942-32349362;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76390100-9;14950612;18-11-2015;5;1;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76390100-9;17505061;;0;2;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76504630-0;28738540;23-11-2015;10;0;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76504630-0;43564331-24423501;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76504630-0;43564331-61620623;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76504630-0;43564331-61620623;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76504630-0;43564331-97924387;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76504630-0;43564331-48193868;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76504630-0;43564331-69034352;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76504630-0;43564331-52219432;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76529240-9;8063746;16-11-2015;3;0;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76529240-9;48618452-6147067;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76529240-9;48618452-6147067;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76696840-6;15418689;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76696840-6;15365750;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76696840-6;15365750;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76711010-3;68576791-78728120;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76711010-3;68576791-78728120;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76712730-8;19143260;27-11-2015;14;1;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76712730-8;41222673-4757987;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76712730-8;41222673-4757987;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76712730-8;41222673-13986437;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76712730-8;41222673-13986437;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76898660-6;13109012;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76898660-6;29162430;;25;0;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76898660-6;29162430;;25;0;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76898660-6;29162430;;25;0;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;76898660-6;29329299;13-11-2015;0;1;NO;;;;11:00 - 12:00;1;1 a 6 meses;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76898660-6;69519366-74653678;13-11-2015;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76898660-6;69519366-62469122;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76898660-6;69519366-62469122;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;76898660-6;69519366-62469122;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77954220-3;24754817;;0;1;NO;;Erica Arancibia;Nosvaldo Reyes;11:00 - 12:00;1;3 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78046460-7;28836268;;0;1;NO;;;;11:00 - 12:00;1;6 a 12 meses;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;78046460-7;800285300-203494700;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;78046460-7;800285300-303494700;;0;0;NO;;;;11:00 - 12:00;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78165160-5;17479518;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78165160-5;29411243;28-11-2015;15;0;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78165160-5;26420124;;0;1;NO;;;;11:00 - 12:00;1;2 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78165160-5;26420124;;0;1;NO;;;;11:00 - 12:00;1;2 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;78165160-5;18851138;;0;1;NO;;;;11:00 - 12:00;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77447010-7;28600271;14-11-2015;1;0;NO;;;;11:00 - 12:00;1;1 a¤o;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77447010-7;24078131;14-11-2015;1;0;NO;;;;17:00 - 18:30;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77447010-7;24078160;;0;1;NO;;;;17:00 - 18:30;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77447010-7;24078177;14-11-2015;1;0;NO;;;;17:00 - 18:30;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77447010-7;24078142;;0;1;NO;;;;17:00 - 18:30;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77912050-3;22317865;14-11-2015;1;1;NO;;Paola Mura;Luis Badilla;17:00 - 18:30;1;4 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77912050-3;26490382;31-12-2015;48;0;NO;;Paola Mura;Luis Badilla;17:00 - 18:30;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77912050-3;26490382;31-12-2015;48;0;NO;;Paola Mura;Luis Badilla;17:00 - 18:30;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77912050-3;26490382;31-12-2015;48;0;NO;;Paola Mura;Luis Badilla;17:00 - 18:30;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;77912050-3;26490382;31-12-2015;48;0;NO;;Paola Mura;Luis Badilla;17:00 - 18:30;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;77912050-3;613717500-23077040;;0;0;NO;;Paola Mura;Luis Badilla;17:00 - 18:30;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;77912050-3;613717500-23077040;;0;0;NO;;Paola Mura;Luis Badilla;17:00 - 18:30;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;79500360-6;20006711;;0;2;NO;;;;17:00 - 18:30;1;4 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;79500360-6;21443356;;0;9;NO;;;;17:00 - 18:30;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;79529940-8;20161391;;0;1;NO;;Karen Velasquez;Luis Badilla;17:00 - 18:30;1;4 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;79529940-8;20161391;;0;1;NO;;Karen Velasquez;Luis Badilla;17:00 - 18:30;1;4 a¤os;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;79529940-8;29807177;;0;25;NO;;Karen Velasquez;Luis Badilla;17:00 - 18:30;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;79529940-8;29807177;;0;25;NO;;Karen Velasquez;Luis Badilla;17:00 - 18:30;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;79529940-8;29807177;;0;25;NO;;Karen Velasquez;Luis Badilla;17:00 - 18:30;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;79529940-8;29807177;;0;25;NO;;Karen Velasquez;Luis Badilla;17:00 - 18:30;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;79529940-8;30209601;;0;8;NO;;Karen Velasquez;Luis Badilla;17:00 - 18:30;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;79529940-8;434515300-954263700;;0;0;NO;;Karen Velasquez;Luis Badilla;17:00 - 18:30;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;79529940-8;434515300-954263700;;0;0;NO;;Karen Velasquez;Luis Badilla;17:00 - 18:30;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;79529940-8;434515300-954263700;;0;0;NO;;Karen Velasquez;Luis Badilla;17:00 - 18:30;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;79529940-8;434515300-954263700;;0;0;NO;;Karen Velasquez;Luis Badilla;17:00 - 18:30;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
SCL;2509153-1;8146807;14-11-2015;1;0;NO;;;;17:00 - 18:30;1;5 y mas;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;2509153-1;344545300-51624700;;0;0;NO;;;;17:00 - 18:30;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;2509153-1;344545300-251624700;;0;0;NO;;;;17:00 - 18:30;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;2509153-1;344545300-841624700;;0;0;NO;;;;17:00 - 18:30;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;96996620-4;785916154-32503981;;0;0;NO;;;;17:00 - 18:30;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;96996620-4;785916154-70950688;;0;0;NO;;;;17:00 - 18:30;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;96996620-4;785916154-60170640;;0;0;NO;;;;17:00 - 18:30;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;96996620-4;785916154-58722554;;0;0;NO;;;;17:00 - 18:30;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;96996620-4;785916154-81400747;;0;0;NO;;;;17:00 - 18:30;1;;MONTO;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;96996620-4;785916154-77863065;;0;0;NO;;;;17:00 - 18:30;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
ATIS;96996620-4;785916154-73272296;;0;0;NO;;;;17:00 - 18:30;1;;LINEAS;NO;;;;;;;;;STB-BA-TV;11-11-2015
